Location,Property Type,Bedrooms,Bathrooms,Size,Price (KES),Listing Date,Amenities,Size_Missing,Size_Numeric,Bedrooms_Numeric,Neighborhood,Property_Type_Encoded,Listing_Date,Listing_Day,Listing_Month,Listing_DayOfWeek,Amenities_Clean,Total_Amenities,Has_Parking,Has_Swimming_Pool,Has_Gym,Has_Garden,Has_CCTV,Has_Backup_Generator,Has_Fibre_Internet,Has_Gated_Community,Price_Per_SqM,Bed_Bath_Ratio,Total_Rooms,Size_Per_Bedroom,Luxury_Score,Size_Category,Price_Category,Bedroom_Category,Neighborhood_Popularity,Is_Weekend_Listing
Nairobi - Westlands Area,House,3 bedrooms,1.0,,110000,19 February 2026,"Fibre Internet, Service Charge Included, Balcony, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, Wheelchair Access, Bus Stop, School, Shopping Centre, Hospital",1,239.0,3,Westlands Area,1,2026-02-19,19,2,3,"Fibre Internet, Service Charge Included, Balcony, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, Wheelchair Access, Bus Stop, School, Shopping Centre, Hospital",13,1,0,0,1,0,0,1,1,460.2510460251046,3.0,4.0,79.66666666666667,1.5,Medium,Budget,Medium,11,0
Nairobi - Gigiri,House,6 bedrooms,6.0,,750000,18 February 2026,"Service Charge Included, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Balcony, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Borehole, Wheelchair Access, Garden, Gated Community, Bus Stop, Shopping Centre, Hospital, Scenic View, School",1,13.0,6,Gigiri,1,2026-02-18,18,2,2,"Service Charge Included, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Balcony, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Borehole, Wheelchair Access, Garden, Gated Community, Bus Stop, Shopping Centre, Hospital, Scenic View, School",21,1,0,0,1,1,1,1,1,57692.307692307695,1.0,12.0,2.1666666666666665,4.0,Small,Luxury,Large,16,0
Nairobi - Lavington,House,5 bedrooms,6.0,,300000,19 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, Bus Stop, Golf Course, Hospital, School, Shopping Centre",1,320.0,5,Lavington,1,2026-02-19,19,2,3,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, Bus Stop, Golf Course, Hospital, School, Shopping Centre",18,1,0,0,1,0,1,1,1,937.5,0.8333333333333334,11.0,64.0,3.0,Large,Mid-Range,Large,102,0
Nairobi - Thigiri,House,5 bedrooms,5.0,4.046 m²,490000,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",0,4.046,5,Thigiri,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,121107.26643598615,1.0,10.0,0.8092,2.0,Small,Premium,Large,10,0
Nairobi - Runda,House,5 bedrooms,5.0,450 m²,490000,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",0,450.0,5,Runda,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,1088.888888888889,1.0,10.0,90.0,2.0,Very Large,Premium,Large,85,0
Nairobi - Runda,House,4 bedrooms,4.0,380 m²,450000,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Balcony, BBQ, Parking, Staff Quarters, Garden, Borehole, Bus Stop, Shopping Centre, Hospital, School",0,380.0,4,Runda,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Balcony, BBQ, Parking, Staff Quarters, Garden, Borehole, Bus Stop, Shopping Centre, Hospital, School",15,1,0,0,1,0,1,1,0,1184.2105263157894,1.0,8.0,95.0,2.0,Large,Premium,Medium,85,0
Nairobi - Runda,House,1 bedrooms,1.0,,129330,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,300.0,1,Runda,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,431.1,1.0,2.0,300.0,2.0,Medium,Budget,Small,85,0
Nairobi - Lavington,House,4 bedrooms,4.0,,430000,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,300.0,4,Lavington,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,1433.3333333333333,1.0,8.0,75.0,2.0,Medium,Premium,Medium,102,0
Nairobi - Runda,House,2 bedrooms,2.0,360 m²,232794,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",0,360.0,2,Runda,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,646.65,1.0,4.0,180.0,2.0,Large,Budget,Small,85,0
Nairobi - Ridgeways,House,4 bedrooms,4.0,5.000 m²,350000,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, Parking, Staff Quarters, BBQ, Wheelchair Access, Swimming Pool, Bus Stop, Shopping Centre, Hospital, School",0,5.0,4,Ridgeways,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, Parking, Staff Quarters, BBQ, Wheelchair Access, Swimming Pool, Bus Stop, Shopping Centre, Hospital, School",14,1,1,0,0,0,1,1,0,70000.0,1.0,8.0,1.25,5.0,Small,Mid-Range,Medium,6,0
Nairobi - Loresho,House,5 bedrooms,5.0,,500000,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,320.0,5,Loresho,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,1562.5,1.0,10.0,64.0,2.0,Large,Premium,Large,9,0
Nairobi - Spring Valley,House,4 bedrooms,4.0,380 m²,330000,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, Parking, Staff Quarters, BBQ, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",0,380.0,4,Spring Valley,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, Parking, Staff Quarters, BBQ, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,868.421052631579,1.0,8.0,95.0,2.0,Large,Mid-Range,Medium,18,0
Nairobi - Runda,House,5 bedrooms,5.0,"0,5 m²",430000,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",0,5.0,5,Runda,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,86000.0,1.0,10.0,1.0,2.0,Small,Premium,Large,85,0
Nairobi - Lower Kabete,House,4 bedrooms,4.0,"0,5 m²",580000,19 February 2026,"Aircon, Alarm, Backup Generator, Walk In Closet, Service Charge Included, En Suite, Fibre Internet, Balcony, Parking, CCTV, Staff Quarters, Electric Fence, Borehole, Wheelchair Access, Garden, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",0,5.0,4,Lower Kabete,1,2026-02-19,19,2,3,"Aircon, Alarm, Backup Generator, Walk In Closet, Service Charge Included, En Suite, Fibre Internet, Balcony, Parking, CCTV, Staff Quarters, Electric Fence, Borehole, Wheelchair Access, Garden, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",23,1,0,0,1,1,1,1,1,116000.0,1.0,8.0,1.25,4.0,Small,Premium,Medium,11,0
Nairobi - Gigiri,House,2 bedrooms,3.0,"0,5 m²",464400,19 February 2026,"Walk In Closet, Fibre Internet, En Suite, Alarm, Aircon, Backup Generator, Kids Play Area, Swimming Pool, Staff Quarters, Parking, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop",0,5.0,2,Gigiri,1,2026-02-19,19,2,3,"Walk In Closet, Fibre Internet, En Suite, Alarm, Aircon, Backup Generator, Kids Play Area, Swimming Pool, Staff Quarters, Parking, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop",20,1,1,0,1,1,1,1,0,92880.0,0.6666666666666666,5.0,2.5,6.0,Small,Premium,Small,16,0
Nairobi - Kitisuru,House,4 bedrooms,5.0,2.024 m²,774000,19 February 2026,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Gated Community, Swimming Pool, Staff Quarters, Parking, Gym, Garden, Borehole, Electric Fence, BBQ, Balcony, CCTV, Shopping Centre, Bus Stop, School, Hospital",0,2.024,4,Kitisuru,1,2026-02-19,19,2,3,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Gated Community, Swimming Pool, Staff Quarters, Parking, Gym, Garden, Borehole, Electric Fence, BBQ, Balcony, CCTV, Shopping Centre, Bus Stop, School, Hospital",22,1,1,1,1,1,1,1,1,382411.0671936759,0.8,9.0,0.506,9.0,Small,Luxury,Medium,27,0
Nairobi - Kitisuru,House,4 bedrooms,5.0,,500000,19 February 2026,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Staff Quarters, Parking, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop",1,300.0,4,Kitisuru,1,2026-02-19,19,2,3,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Staff Quarters, Parking, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop",19,1,0,0,1,1,1,1,0,1666.6666666666667,0.8,9.0,75.0,3.0,Medium,Premium,Medium,27,0
Nairobi - Spring Valley,House,4 bedrooms,5.0,,280000,19 February 2026,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Gated Community, Swimming Pool, Staff Quarters, Parking, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop",1,300.0,4,Spring Valley,1,2026-02-19,19,2,3,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Gated Community, Swimming Pool, Staff Quarters, Parking, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop",21,1,1,0,1,1,1,1,1,933.3333333333334,0.8,9.0,75.0,7.0,Medium,Mid-Range,Medium,18,0
Nairobi - Kyuna,House,5 bedrooms,4.0,,400000,18 February 2026,"Alarm, Fibre Internet, Service Charge Included, Gated Community, Kids Play Area, Garden, Parking, Staff Quarters, CCTV, Shopping Centre, Scenic View",1,320.0,5,Kyuna,1,2026-02-18,18,2,2,"Alarm, Fibre Internet, Service Charge Included, Gated Community, Kids Play Area, Garden, Parking, Staff Quarters, CCTV, Shopping Centre, Scenic View",11,1,0,0,1,1,0,1,1,1250.0,1.25,9.0,64.0,2.5,Large,Mid-Range,Large,10,0
Nairobi - Lavington,House,5 bedrooms,6.0,320 m²,250000,18 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Walk In Closet, Fibre Internet, Kids Play Area, Gated Community, Staff Quarters, Parking, Garden, Electric Fence, CCTV, Balcony, BBQ, Shopping Centre, School, Hospital, Bus Stop",0,320.0,5,Lavington,1,2026-02-18,18,2,2,"Aircon, Alarm, Backup Generator, En Suite, Walk In Closet, Fibre Internet, Kids Play Area, Gated Community, Staff Quarters, Parking, Garden, Electric Fence, CCTV, Balcony, BBQ, Shopping Centre, School, Hospital, Bus Stop",19,1,0,0,1,1,1,1,1,781.25,0.8333333333333334,11.0,64.0,4.0,Large,Budget,Large,102,0
Nairobi - Lavington,House,5 bedrooms,6.0,,350000,18 February 2026,"Aircon, Alarm, Backup Generator, Walk In Closet, En Suite, Garden, Gated Community, Borehole, Wheelchair Access, Electric Fence, CCTV, Staff Quarters, BBQ, Parking, Balcony, Kids Play Area, Shopping Centre, Bus Stop, Hospital, School",1,320.0,5,Lavington,1,2026-02-18,18,2,2,"Aircon, Alarm, Backup Generator, Walk In Closet, En Suite, Garden, Gated Community, Borehole, Wheelchair Access, Electric Fence, CCTV, Staff Quarters, BBQ, Parking, Balcony, Kids Play Area, Shopping Centre, Bus Stop, Hospital, School",20,1,0,0,1,1,1,0,1,1093.75,0.8333333333333334,11.0,64.0,3.5,Large,Mid-Range,Large,102,0
Nairobi - Gigiri,House,5 bedrooms,6.0,,400000,18 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, Gym, BBQ, Parking, CCTV, Staff Quarters, Electric Fence, Borehole, Gated Community, Garden, Kids Play Area, Sea View, School, Hospital, Bus Stop, Shopping Centre",1,320.0,5,Gigiri,1,2026-02-18,18,2,2,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, Gym, BBQ, Parking, CCTV, Staff Quarters, Electric Fence, Borehole, Gated Community, Garden, Kids Play Area, Sea View, School, Hospital, Bus Stop, Shopping Centre",22,1,0,1,1,1,1,1,1,1250.0,0.8333333333333334,11.0,64.0,6.0,Large,Mid-Range,Large,16,0
Nairobi - Nyari,House,2 bedrooms,2.0,"0,13 m²",250000,18 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Wheelchair Access, Gated Community, Kids Play Area, Hospital, Scenic View, School, Shopping Centre",0,13.0,2,Nyari,1,2026-02-18,18,2,2,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Wheelchair Access, Gated Community, Kids Play Area, Hospital, Scenic View, School, Shopping Centre",20,1,0,0,1,1,1,1,1,19230.76923076923,1.0,4.0,6.5,4.0,Small,Budget,Small,20,0
Nairobi - Thigiri,House,4 bedrooms,4.0,"6.070,2 m²",450000,18 February 2026,"Alarm, Walk In Closet, Fibre Internet, En Suite, BBQ, Parking, CCTV, Staff Quarters, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Balcony",0,6.0702,4,Thigiri,1,2026-02-18,18,2,2,"Alarm, Walk In Closet, Fibre Internet, En Suite, BBQ, Parking, CCTV, Staff Quarters, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Balcony",14,1,0,0,1,1,0,1,1,74132.64801818722,1.0,8.0,1.51755,2.5,Small,Premium,Medium,10,0
Nairobi - Runda,House,5 bedrooms,6.0,"0,5 m²",420000,18 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, Gym, BBQ, Parking, CCTV, Staff Quarters, Electric Fence, Swimming Pool, Borehole, Wheelchair Access, Garden, Gated Community, Bus Stop, Shopping Centre, Hospital, School",0,5.0,5,Runda,1,2026-02-18,18,2,2,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, Gym, BBQ, Parking, CCTV, Staff Quarters, Electric Fence, Swimming Pool, Borehole, Wheelchair Access, Garden, Gated Community, Bus Stop, Shopping Centre, Hospital, School",22,1,1,1,1,1,1,1,1,84000.0,0.8333333333333334,11.0,1.0,9.0,Small,Premium,Large,85,0
Nairobi - Muthaiga,House,5 bedrooms,5.0,,630000,18 February 2026,"Alarm, En Suite, Fibre Internet, Walk In Closet, Parking, Balcony, Staff Quarters, CCTV, Electric Fence, Borehole, Garden",1,320.0,5,Muthaiga,1,2026-02-18,18,2,2,"Alarm, En Suite, Fibre Internet, Walk In Closet, Parking, Balcony, Staff Quarters, CCTV, Electric Fence, Borehole, Garden",11,1,0,0,1,1,0,1,0,1968.75,1.0,10.0,64.0,1.5,Large,Luxury,Large,10,0
Nairobi - Thigiri,House,4 bedrooms,5.0,"6.070,2 m²",450000,18 February 2026,"En Suite, Parking",0,6.0702,4,Thigiri,1,2026-02-18,18,2,2,"En Suite, Parking",2,1,0,0,0,0,0,0,0,74132.64801818722,0.8,9.0,1.51755,0.0,Small,Premium,Medium,10,0
Nairobi - Lake View,House,5 bedrooms,5.0,450 m²,580500,18 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Staff Quarters, Parking, Kids Play Area, Gated Community, Shopping Centre, Bus Stop, Hospital, School",0,450.0,5,Lake View,1,2026-02-18,18,2,2,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Staff Quarters, Parking, Kids Play Area, Gated Community, Shopping Centre, Bus Stop, Hospital, School",20,1,0,0,1,1,1,1,1,1290.0,1.0,10.0,90.0,4.0,Very Large,Premium,Large,5,0
Nairobi - Lavington,House,6 bedrooms,6.0,,440000,18 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Serviced, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area",1,13.0,6,Lavington,1,2026-02-18,18,2,2,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Serviced, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area",19,1,0,0,1,1,1,1,1,33846.153846153844,1.0,12.0,2.1666666666666665,4.0,Small,Premium,Large,102,0
Nairobi - Runda,House,4 bedrooms,4.0,320 m²,445000,18 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Staff Quarters, Parking, Kids Play Area, Bus Stop, Hospital, Scenic View, School, Shopping Centre",0,320.0,4,Runda,1,2026-02-18,18,2,2,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Staff Quarters, Parking, Kids Play Area, Bus Stop, Hospital, Scenic View, School, Shopping Centre",21,1,0,0,1,1,1,1,1,1390.625,1.0,8.0,80.0,4.0,Large,Premium,Medium,85,0
Nairobi - Lavington,House,6 bedrooms,6.0,,400000,18 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Staff Quarters, Parking, Kids Play Area, Bus Stop, Hospital, Scenic View, School, Shopping Centre",1,13.0,6,Lavington,1,2026-02-18,18,2,2,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Staff Quarters, Parking, Kids Play Area, Bus Stop, Hospital, Scenic View, School, Shopping Centre",21,1,0,0,1,1,1,1,1,30769.23076923077,1.0,12.0,2.1666666666666665,4.0,Small,Mid-Range,Large,102,0
Nairobi - Lavington,House,6 bedrooms,6.0,400 m²,460000,18 February 2026,,0,400.0,6,Lavington,1,2026-02-18,18,2,2,,0,0,0,0,0,0,0,0,0,1150.0,1.0,12.0,66.66666666666667,0.0,Large,Premium,Large,102,0
Nairobi - Loresho,House,3 bedrooms,3.0,296 m²,412320,18 February 2026,"En Suite, Balcony, Garden, Parking, Staff Quarters, Bus Stop, Hospital, School, Shopping Centre",0,296.0,3,Loresho,1,2026-02-18,18,2,2,"En Suite, Balcony, Garden, Parking, Staff Quarters, Bus Stop, Hospital, School, Shopping Centre",9,1,0,0,1,0,0,0,0,1392.972972972973,1.0,6.0,98.66666666666667,0.0,Medium,Premium,Medium,9,0
Nairobi - Runda,House,4 bedrooms,4.0,"0,5 m²",450000,18 February 2026,"Alarm, Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Balcony, Kids Play Area, Parking, Staff Quarters, CCTV, Electric Fence, Borehole, Garden, Gated Community, Bus Stop, Hospital, Scenic View, School, Shopping Centre",0,5.0,4,Runda,1,2026-02-18,18,2,2,"Alarm, Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Balcony, Kids Play Area, Parking, Staff Quarters, CCTV, Electric Fence, Borehole, Garden, Gated Community, Bus Stop, Hospital, Scenic View, School, Shopping Centre",19,1,0,0,1,1,0,1,1,90000.0,1.0,8.0,1.25,2.5,Small,Premium,Medium,85,0
Nairobi - Runda,House,4 bedrooms,4.0,420 m²,400000,18 February 2026,"Alarm, Service Charge Included, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Balcony, Kids Play Area, Parking, CCTV, Staff Quarters, Swimming Pool, Electric Fence, Garden, Gated Community, Bus Stop, Shopping Centre, Hospital, Scenic View, School",0,420.0,4,Runda,1,2026-02-18,18,2,2,"Alarm, Service Charge Included, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Balcony, Kids Play Area, Parking, CCTV, Staff Quarters, Swimming Pool, Electric Fence, Garden, Gated Community, Bus Stop, Shopping Centre, Hospital, Scenic View, School",20,1,1,0,1,1,1,1,1,952.3809523809524,1.0,8.0,105.0,7.0,Very Large,Mid-Range,Medium,85,0
Nairobi - Kiambu Road,House,4 bedrooms,3.0,450 m²,350000,18 February 2026,"Alarm, Service Charge Included, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Balcony, Kids Play Area, Parking, CCTV, Staff Quarters, Electric Fence, Garden, Gated Community, Wheelchair Access, Bus Stop, Shopping Centre, Hospital, Scenic View, School",0,450.0,4,Kiambu Road,1,2026-02-18,18,2,2,"Alarm, Service Charge Included, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Balcony, Kids Play Area, Parking, CCTV, Staff Quarters, Electric Fence, Garden, Gated Community, Wheelchair Access, Bus Stop, Shopping Centre, Hospital, Scenic View, School",20,1,0,0,1,1,1,1,1,777.7777777777778,1.3333333333333333,7.0,112.5,4.0,Very Large,Mid-Range,Medium,19,0
