Location,Property Type,Bedrooms,Bathrooms,Size,Price (KES),Listing Date,Amenities,Size_Missing,Size_Numeric,Bedrooms_Numeric,Neighborhood,Property_Type_Encoded,Listing_Date,Listing_Day,Listing_Month,Listing_DayOfWeek,Amenities_Clean,Total_Amenities,Has_Parking,Has_Swimming_Pool,Has_Gym,Has_Garden,Has_CCTV,Has_Backup_Generator,Has_Fibre_Internet,Has_Gated_Community,Price_Per_SqM,Bed_Bath_Ratio,Total_Rooms,Size_Per_Bedroom,Luxury_Score,Size_Category,Price_Category,Bedroom_Category,Neighborhood_Popularity,Is_Weekend_Listing
Nairobi - Lavington,House,4 bedrooms,4.0,4.046 m²,650000,16 February 2026,"En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Parking, Staff Quarters, Electric Fence, Wheelchair Access, Garden, Hospital, Scenic View, School, Shopping Centre",0,4.046,4,Lavington,1,2026-02-16,16,2,0,"En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Parking, Staff Quarters, Electric Fence, Wheelchair Access, Garden, Hospital, Scenic View, School, Shopping Centre",13,1,0,0,1,0,0,1,0,160652.4962926347,1.0,8.0,1.0115,0.5,Small,Luxury,Medium,102,0
Nairobi - Runda,House,6 bedrooms,6.0,"0,5 m²",380000,16 February 2026,"Alarm, Backup Generator, Fibre Internet, En Suite, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",0,5.0,6,Runda,1,2026-02-16,16,2,0,"Alarm, Backup Generator, Fibre Internet, En Suite, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,76000.0,1.0,12.0,0.8333333333333334,2.0,Small,Mid-Range,Large,85,0
Nairobi - Runda,House,5 bedrooms,5.0,,450000,16 February 2026,"Backup Generator, En Suite, Fibre Internet, Alarm, Balcony, BBQ, Parking, Staff Quarters, Garden, Borehole, Bus Stop, Shopping Centre, Hospital, School",1,320.0,5,Runda,1,2026-02-16,16,2,0,"Backup Generator, En Suite, Fibre Internet, Alarm, Balcony, BBQ, Parking, Staff Quarters, Garden, Borehole, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,1406.25,1.0,10.0,64.0,2.0,Large,Premium,Large,85,0
Nairobi - Kiambu Road,House,3 bedrooms,3.0,341 m²,260000,16 February 2026,"Backup Generator, En Suite, Fibre Internet, Furnished, Walk In Closet, Service Charge Included, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Gym, Kids Play Area, Hospital, Scenic View, School, Shopping Centre",0,341.0,3,Kiambu Road,1,2026-02-16,16,2,0,"Backup Generator, En Suite, Fibre Internet, Furnished, Walk In Closet, Service Charge Included, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Gym, Kids Play Area, Hospital, Scenic View, School, Shopping Centre",19,1,1,1,1,1,1,1,0,762.4633431085044,1.0,6.0,113.66666666666667,8.0,Large,Mid-Range,Medium,19,0
Nairobi - Runda,House,6 bedrooms,6.0,"0,5 m²",450000,16 February 2026,"Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Electric Fence, Borehole, Garden, Wheelchair Access, Gated Community, Parking, Staff Quarters, Scenic View, Hospital, School, Shopping Centre",0,5.0,6,Runda,1,2026-02-16,16,2,0,"Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Electric Fence, Borehole, Garden, Wheelchair Access, Gated Community, Parking, Staff Quarters, Scenic View, Hospital, School, Shopping Centre",16,1,0,0,1,0,1,1,1,90000.0,1.0,12.0,0.8333333333333334,3.0,Small,Premium,Large,85,0
Nairobi - Spring Valley,House,3 bedrooms,3.0,230 m²,330000,16 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Gated Community, Swimming Pool, Bus Stop, Shopping Centre, Hospital, School",0,230.0,3,Spring Valley,1,2026-02-16,16,2,0,"Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Gated Community, Swimming Pool, Bus Stop, Shopping Centre, Hospital, School",17,1,1,0,1,0,1,1,1,1434.7826086956522,1.0,6.0,76.66666666666667,6.0,Medium,Mid-Range,Medium,18,0
Nairobi - Lavington,House,5 bedrooms,5.0,400 m²,420000,16 February 2026,"Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, Electric Fence, CCTV, Parking, Staff Quarters, Borehole, Wheelchair Access, Gated Community, Scenic View, Shopping Centre",0,400.0,5,Lavington,1,2026-02-16,16,2,0,"Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, Electric Fence, CCTV, Parking, Staff Quarters, Borehole, Wheelchair Access, Gated Community, Scenic View, Shopping Centre",16,1,0,0,0,1,1,1,1,1050.0,1.0,10.0,80.0,4.0,Large,Premium,Large,102,0
Nairobi - Kitisuru,House,4 bedrooms,4.0,499 m²,774000,16 February 2026,"En Suite, Walk In Closet, Balcony, Parking, Garden, Staff Quarters",0,499.0,4,Kitisuru,1,2026-02-16,16,2,0,"En Suite, Walk In Closet, Balcony, Parking, Garden, Staff Quarters",6,1,0,0,1,0,0,0,0,1551.1022044088177,1.0,8.0,124.75,0.0,Very Large,Luxury,Medium,27,0
Nairobi - Lower Kabete,House,4 bedrooms,4.0,,500000,16 February 2026,"En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, Kids Play Area, Parking, Staff Quarters, CCTV, Electric Fence, Wheelchair Access, Borehole, Gated Community, Garden, Scenic View, Shopping Centre",1,300.0,4,Lower Kabete,1,2026-02-16,16,2,0,"En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, Kids Play Area, Parking, Staff Quarters, CCTV, Electric Fence, Wheelchair Access, Borehole, Gated Community, Garden, Scenic View, Shopping Centre",16,1,0,0,1,1,0,1,1,1666.6666666666667,1.0,8.0,75.0,2.5,Medium,Premium,Medium,11,0
Nairobi - Runda,House,4 bedrooms,4.0,380 m²,420000,16 February 2026,"Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gym, Kids Play Area, Gated Community, Balcony, Scenic View, Hospital, School, Shopping Centre",0,380.0,4,Runda,1,2026-02-16,16,2,0,"Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gym, Kids Play Area, Gated Community, Balcony, Scenic View, Hospital, School, Shopping Centre",21,1,1,1,1,1,1,1,1,1105.2631578947369,1.0,8.0,95.0,9.0,Large,Premium,Medium,85,0
Nairobi - Kyuna,House,4 bedrooms,4.0,1.100 m²,310000,16 February 2026,"Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, Gym, Parking, Staff Quarters, CCTV, Electric Fence, Wheelchair Access, Borehole, Gated Community, Garden, Scenic View, Shopping Centre",0,1.1,4,Kyuna,1,2026-02-16,16,2,0,"Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, Gym, Parking, Staff Quarters, CCTV, Electric Fence, Wheelchair Access, Borehole, Gated Community, Garden, Scenic View, Shopping Centre",17,1,0,1,1,1,1,1,1,281818.1818181818,1.0,8.0,0.275,6.0,Small,Mid-Range,Medium,10,0
Nairobi - Kileleshwa,House,5 bedrooms,4.0,,180000,16 February 2026,"En Suite, Fibre Internet, Service Charge Included, Balcony, Electric Fence, Garden, Parking, Gated Community, Kids Play Area, Bus Stop, Hospital, School, Shopping Centre",1,320.0,5,Kileleshwa,1,2026-02-16,16,2,0,"En Suite, Fibre Internet, Service Charge Included, Balcony, Electric Fence, Garden, Parking, Gated Community, Kids Play Area, Bus Stop, Hospital, School, Shopping Centre",13,1,0,0,1,0,0,1,1,562.5,1.25,9.0,64.0,1.5,Large,Budget,Large,14,0
Nairobi - Runda,House,3 bedrooms,3.0,"0,5 m²",240000,16 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, Parking, Staff Quarters, BBQ, Borehole, Garden, Gated Community, Bus Stop, Shopping Centre, Hospital, School",0,5.0,3,Runda,1,2026-02-16,16,2,0,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, Parking, Staff Quarters, BBQ, Borehole, Garden, Gated Community, Bus Stop, Shopping Centre, Hospital, School",15,1,0,0,1,0,1,1,1,48000.0,1.0,6.0,1.6666666666666667,3.0,Small,Budget,Medium,85,0
Nairobi - Kileleshwa,House,4 bedrooms,5.0,380 m²,380000,16 February 2026,"Alarm, Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Balcony, Gym, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Hospital, Scenic View, School, Shopping Centre",0,380.0,4,Kileleshwa,1,2026-02-16,16,2,0,"Alarm, Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Balcony, Gym, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Hospital, Scenic View, School, Shopping Centre",20,1,0,1,1,1,0,1,1,1000.0,0.8,9.0,95.0,4.5,Large,Mid-Range,Medium,14,0
Nairobi - Karen,House,5 bedrooms,5.0,,500000,16 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,320.0,5,Karen,1,2026-02-16,16,2,0,"Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",15,1,0,0,1,0,1,1,0,1562.5,1.0,10.0,64.0,2.0,Large,Premium,Large,45,0
Nairobi - Gigiri,House,4 bedrooms,4.0,,350000,16 February 2026,"Backup Generator, Fibre Internet, En Suite, Walk In Closet, Service Charge Included, Balcony, Gym, Parking, CCTV, Electric Fence, Wheelchair Access, Garden, Gated Community, Borehole, Scenic View, Shopping Centre",1,300.0,4,Gigiri,1,2026-02-16,16,2,0,"Backup Generator, Fibre Internet, En Suite, Walk In Closet, Service Charge Included, Balcony, Gym, Parking, CCTV, Electric Fence, Wheelchair Access, Garden, Gated Community, Borehole, Scenic View, Shopping Centre",16,1,0,1,1,1,1,1,1,1166.6666666666667,1.0,8.0,75.0,6.0,Medium,Mid-Range,Medium,16,0
Nairobi - Lavington,House,5 bedrooms,5.0,,450000,16 February 2026,"Walk In Closet, Backup Generator, En Suite, Fibre Internet, Balcony, Parking, CCTV, Staff Quarters, Electric Fence, Borehole, Wheelchair Access, Garden, Gym, Hospital, Scenic View, School, Shopping Centre",1,320.0,5,Lavington,1,2026-02-16,16,2,0,"Walk In Closet, Backup Generator, En Suite, Fibre Internet, Balcony, Parking, CCTV, Staff Quarters, Electric Fence, Borehole, Wheelchair Access, Garden, Gym, Hospital, Scenic View, School, Shopping Centre",17,1,0,1,1,1,1,1,0,1406.25,1.0,10.0,64.0,5.0,Large,Premium,Large,102,0
Nairobi - Loresho,House,5 bedrooms,5.0,2.024 m²,550000,14 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",0,2.024,5,Loresho,1,2026-02-14,14,2,5,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,271739.1304347826,1.0,10.0,0.4048,2.0,Small,Premium,Large,9,1
Nairobi - Muthaiga,House,2 bedrooms,2.0,546 m²,285000,16 February 2026,"En Suite, Fibre Internet, Furnished, Walk In Closet, Balcony, Parking, CCTV, Electric Fence, Borehole, Garden, Wheelchair Access, Hospital, Scenic View, Shopping Centre",0,546.0,2,Muthaiga,1,2026-02-16,16,2,0,"En Suite, Fibre Internet, Furnished, Walk In Closet, Balcony, Parking, CCTV, Electric Fence, Borehole, Garden, Wheelchair Access, Hospital, Scenic View, Shopping Centre",14,1,0,0,1,1,0,1,0,521.978021978022,1.0,4.0,273.0,1.5,Very Large,Mid-Range,Small,10,0
Nairobi - Spring Valley,House,4 bedrooms,4.0,250 m²,280000,16 February 2026,"Backup Generator, En Suite, Balcony, Parking, Kids Play Area, Electric Fence, Swimming Pool, Borehole, Garden, Hospital, Scenic View, School, Shopping Centre",0,250.0,4,Spring Valley,1,2026-02-16,16,2,0,"Backup Generator, En Suite, Balcony, Parking, Kids Play Area, Electric Fence, Swimming Pool, Borehole, Garden, Hospital, Scenic View, School, Shopping Centre",13,1,1,0,1,0,1,0,0,1120.0,1.0,8.0,62.5,4.5,Medium,Mid-Range,Medium,18,0
Nairobi - Lavington,House,5 bedrooms,6.0,,270000,30 January 2026,"Aircon, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, Bus Stop, Golf Course, Hospital, School, Shopping Centre",1,320.0,5,Lavington,1,2026-01-30,30,1,4,"Aircon, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, Bus Stop, Golf Course, Hospital, School, Shopping Centre",17,1,0,0,1,0,1,1,1,843.75,0.8333333333333334,11.0,64.0,3.0,Large,Mid-Range,Large,102,0
Nairobi - Karen,House,4 bedrooms,5.0,450 m²,270000,16 February 2026,"En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Garden, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",0,450.0,4,Karen,1,2026-02-16,16,2,0,"En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Garden, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",17,0,0,0,1,1,0,1,1,600.0,0.8,9.0,112.5,2.5,Very Large,Mid-Range,Medium,45,0
Nairobi - Karen,House,4 bedrooms,4.0,450 m²,300000,16 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Staff Quarters, Parking, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",0,450.0,4,Karen,1,2026-02-16,16,2,0,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Staff Quarters, Parking, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",23,1,0,0,1,1,1,1,1,666.6666666666666,1.0,8.0,112.5,4.0,Very Large,Mid-Range,Medium,45,0
Nairobi - Karen,House,2 bedrooms,2.0,,250000,16 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Walk In Closet, Service Charge Included, Serviced, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Swimming Pool, Staff Quarters, Parking, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",1,177.5,2,Karen,1,2026-02-16,16,2,0,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Walk In Closet, Service Charge Included, Serviced, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Swimming Pool, Staff Quarters, Parking, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",27,1,1,0,1,1,1,1,1,1408.4507042253522,1.0,4.0,88.75,7.0,Small,Budget,Small,45,0
Nairobi - Lavington,House,5 bedrooms,6.0,,450000,16 February 2026,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Wheelchair Access, Staff Quarters, Parking, Gym, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop",1,320.0,5,Lavington,1,2026-02-16,16,2,0,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Wheelchair Access, Staff Quarters, Parking, Gym, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop",21,1,0,1,1,1,1,1,0,1406.25,0.8333333333333334,11.0,64.0,5.0,Large,Premium,Large,102,0
Kiambu County - Kenyatta Road,House,3 bedrooms,5.0,152 m²,70000,16 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",0,152.0,3,Kiambu County - Kenyatta Road,1,2026-02-16,16,2,0,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",20,1,0,1,1,1,1,1,1,460.5263157894737,0.6,8.0,50.666666666666664,6.0,Small,Budget,Medium,1,0
Nairobi - Kiambu Road,House,4 bedrooms,3.0,240 m²,290000,16 February 2026,"Alarm, Aircon, Backup Generator, Walk In Closet, Service Charge Included, Fibre Internet, Balcony, Parking, Gym, BBQ, CCTV, Swimming Pool, Electric Fence, Staff Quarters, Borehole, Wheelchair Access, Gated Community, Garden, Shopping Centre, Bus Stop, Hospital, School",0,240.0,4,Kiambu Road,1,2026-02-16,16,2,0,"Alarm, Aircon, Backup Generator, Walk In Closet, Service Charge Included, Fibre Internet, Balcony, Parking, Gym, BBQ, CCTV, Swimming Pool, Electric Fence, Staff Quarters, Borehole, Wheelchair Access, Gated Community, Garden, Shopping Centre, Bus Stop, Hospital, School",22,1,1,1,1,1,1,1,1,1208.3333333333333,1.3333333333333333,7.0,60.0,9.0,Medium,Mid-Range,Medium,19,0
Nairobi - Lavington,House,3 bedrooms,3.0,,230000,16 February 2026,"En Suite, Parking, Gated Community, Bus Stop, Hospital, School, Shopping Centre",1,239.0,3,Lavington,1,2026-02-16,16,2,0,"En Suite, Parking, Gated Community, Bus Stop, Hospital, School, Shopping Centre",7,1,0,0,0,0,0,0,1,962.3430962343097,1.0,6.0,79.66666666666667,1.0,Medium,Budget,Medium,102,0
Nairobi - Lavington,House,5 bedrooms,6.0,"0,13 m²",420000,16 February 2026,"Walk In Closet, Service Charge Included, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Gated Community, Staff Quarters, Parking, Gym, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop",0,13.0,5,Lavington,1,2026-02-16,16,2,0,"Walk In Closet, Service Charge Included, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Gated Community, Staff Quarters, Parking, Gym, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop",22,1,0,1,1,1,1,1,1,32307.69230769231,0.8333333333333334,11.0,2.6,6.0,Small,Premium,Large,102,0
Nairobi - Lavington,House,5 bedrooms,6.0,500 m²,590000,16 February 2026,"Walk In Closet, Fibre Internet, En Suite, Alarm, Aircon, Backup Generator, Kids Play Area, Gated Community, Staff Quarters, Parking, Garden, Borehole, Electric Fence, CCTV, Balcony, BBQ, Shopping Centre, School, Hospital, Bus Stop",0,500.0,5,Lavington,1,2026-02-16,16,2,0,"Walk In Closet, Fibre Internet, En Suite, Alarm, Aircon, Backup Generator, Kids Play Area, Gated Community, Staff Quarters, Parking, Garden, Borehole, Electric Fence, CCTV, Balcony, BBQ, Shopping Centre, School, Hospital, Bus Stop",20,1,0,0,1,1,1,1,1,1180.0,0.8333333333333334,11.0,100.0,4.0,Very Large,Premium,Large,102,0
Nairobi - Runda,House,5 bedrooms,3.0,380 m²,330000,16 February 2026,"Backup Generator, Walk In Closet, Service Charge Included, Fibre Internet, Balcony, Parking, Staff Quarters, BBQ, Wheelchair Access, Garden, Shopping Centre, Bus Stop, Hospital, School",0,380.0,5,Runda,1,2026-02-16,16,2,0,"Backup Generator, Walk In Closet, Service Charge Included, Fibre Internet, Balcony, Parking, Staff Quarters, BBQ, Wheelchair Access, Garden, Shopping Centre, Bus Stop, Hospital, School",14,1,0,0,1,0,1,1,0,868.421052631579,1.6666666666666667,8.0,76.0,2.0,Large,Mid-Range,Large,85,0
Nairobi - Runda,House,5 bedrooms,5.0,,450000,15 February 2026,"Backup Generator, En Suite, Fibre Internet, Balcony, CCTV, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, School, Scenic View, Shopping Centre",1,320.0,5,Runda,1,2026-02-15,15,2,6,"Backup Generator, En Suite, Fibre Internet, Balcony, CCTV, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, School, Scenic View, Shopping Centre",19,1,1,1,1,1,1,1,1,1406.25,1.0,10.0,64.0,9.0,Large,Premium,Large,85,1
Nairobi - Runda,House,4 bedrooms,5.0,400 m²,350000,15 February 2026,"En Suite, Fibre Internet, Walk In Closet, Balcony, Parking, Bus Stop, Golf Course, Hospital, Scenic View, School",0,400.0,4,Runda,1,2026-02-15,15,2,6,"En Suite, Fibre Internet, Walk In Closet, Balcony, Parking, Bus Stop, Golf Course, Hospital, Scenic View, School",10,1,0,0,0,0,0,1,0,875.0,0.8,9.0,100.0,0.5,Large,Mid-Range,Medium,85,1
Nairobi - Muthaiga,House,4 bedrooms,4.0,380 m²,370000,15 February 2026,"Aircon, Alarm, Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Balcony, Parking, Staff Quarters, Electric Fence, Borehole, Garden, Kids Play Area, Bus Stop, Golf Course, Shopping Centre, Hospital, Scenic View, School",0,380.0,4,Muthaiga,1,2026-02-15,15,2,6,"Aircon, Alarm, Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Balcony, Parking, Staff Quarters, Electric Fence, Borehole, Garden, Kids Play Area, Bus Stop, Golf Course, Shopping Centre, Hospital, Scenic View, School",19,1,0,0,1,0,0,1,0,973.6842105263158,1.0,8.0,95.0,0.5,Large,Mid-Range,Medium,10,1
Nairobi - Nyari,House,4 bedrooms,5.0,,450000,15 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Kids Play Area, Gated Community, Shopping Centre, Scenic View, Bus Stop",1,300.0,4,Nyari,1,2026-02-15,15,2,6,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Kids Play Area, Gated Community, Shopping Centre, Scenic View, Bus Stop",16,1,0,0,1,1,1,1,1,1500.0,0.8,9.0,75.0,4.0,Medium,Premium,Medium,20,1
Nairobi - Lavington,House,1 bedrooms,1.0,,38000,03 February 2026,"Service Charge Included, Balcony, Electric Fence, Parking, Kids Play Area, Bus Stop, Hospital, School, Shopping Centre",1,300.0,1,Lavington,1,2026-02-03,3,2,1,"Service Charge Included, Balcony, Electric Fence, Parking, Kids Play Area, Bus Stop, Hospital, School, Shopping Centre",9,1,0,0,0,0,0,0,0,126.66666666666667,1.0,2.0,300.0,0.0,Medium,Budget,Small,102,0
Nairobi - Lavington,House,4 bedrooms,4.0,"0,25 m²",400000,15 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Staff Quarters, Parking, Kids Play Area, Bus Stop, Hospital, Scenic View, School, Shopping Centre",0,25.0,4,Lavington,1,2026-02-15,15,2,6,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Staff Quarters, Parking, Kids Play Area, Bus Stop, Hospital, Scenic View, School, Shopping Centre",22,1,0,0,1,1,1,1,1,16000.0,1.0,8.0,6.25,4.0,Small,Mid-Range,Medium,102,1
Nairobi - Runda,House,5 bedrooms,6.0,320 m²,580000,15 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Service Charge Included, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Swimming Pool, Wheelchair Access, Bus Stop, Hospital, Scenic View, School, Sea View, Shopping Centre",0,320.0,5,Runda,1,2026-02-15,15,2,6,"Aircon, Alarm, Backup Generator, En Suite, Service Charge Included, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Swimming Pool, Wheelchair Access, Bus Stop, Hospital, Scenic View, School, Sea View, Shopping Centre",23,1,1,1,1,1,1,1,0,1812.5,0.8333333333333334,11.0,64.0,8.0,Large,Premium,Large,85,1
Nairobi - Lavington,House,5 bedrooms,5.0,"0,13 m²",180000,15 February 2026,"En Suite, Alarm, Service Charge Included, Walk In Closet, Balcony, Staff Quarters, Parking, Garden, Borehole, Gated Community, Electric Fence, Hospital, Scenic View, School, Shopping Centre",0,13.0,5,Lavington,1,2026-02-15,15,2,6,"En Suite, Alarm, Service Charge Included, Walk In Closet, Balcony, Staff Quarters, Parking, Garden, Borehole, Gated Community, Electric Fence, Hospital, Scenic View, School, Shopping Centre",15,1,0,0,1,0,0,0,1,13846.153846153846,1.0,10.0,2.6,1.0,Small,Budget,Large,102,1
Nairobi - South C,House,4 bedrooms,2.0,,85000,15 February 2026,"Service Charge Included, Staff Quarters, Parking, Gated Community, Kids Play Area, Bus Stop, Hospital, School, Shopping Centre",1,300.0,4,South C,1,2026-02-15,15,2,6,"Service Charge Included, Staff Quarters, Parking, Gated Community, Kids Play Area, Bus Stop, Hospital, School, Shopping Centre",9,1,0,0,0,0,0,0,1,283.3333333333333,2.0,6.0,75.0,1.0,Medium,Budget,Medium,1,1
Nairobi - Runda,House,4 bedrooms,5.0,360 m²,250000,14 February 2026,"Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Service Charge Included, Walk In Closet, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Parking, Staff Quarters, Kids Play Area, Gated Community, Wheelchair Access, Shopping Centre, School, Scenic View, Hospital, Golf Course, Bus Stop",0,360.0,4,Runda,1,2026-02-14,14,2,5,"Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Service Charge Included, Walk In Closet, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Parking, Staff Quarters, Kids Play Area, Gated Community, Wheelchair Access, Shopping Centre, School, Scenic View, Hospital, Golf Course, Bus Stop",24,1,0,0,1,1,1,1,1,694.4444444444445,0.8,9.0,90.0,4.0,Large,Budget,Medium,85,1
